City,Month,Temperature_C,Rainfall_mm,Humidity_%,Soil_Moisture_%,Soil_Type,Latitude,Longitude,Distance_From_Coast_km,Groundwater_Depth_m
Kolkata,Mar,20.359069755507846,174.0526735803711,53.987393018322564,35.873489282600964,Alluvial,22.5726,88.3639,1358.3607154263377,5
Kolkata,Apr,27.984306179345616,136.7086496722227,66.22993334620341,42.4721330011665,Alluvial,22.5726,88.3639,1358.3607154263377,5
Kolkata,May,30.692332899977053,42.24284607700183,71.85920606922862,43.96038056307721,Alluvial,22.5726,88.3639,1358.3607154263377,5
Kolkata,Jun,27.85684140594985,96.34963476358176,86.83733483220149,54.02939359459253,Alluvial,22.5726,88.3639,1358.3607154263377,5
Kolkata,Jul,26.421758588058797,99.7212080072411,75.56759809737085,47.33498301856733,Alluvial,22.5726,88.3639,1358.3607154263377,5
Kolkata,Aug,25.494481522053555,34.434168488680534,76.83585031063278,46.79019355615328,Alluvial,22.5726,88.3639,1358.3607154263377,5
Kolkata,Sep,19.607390048162863,83.84212129685851,66.25739941894041,41.43128207730141,Alluvial,22.5726,88.3639,1358.3607154263377,5
Kolkata,Oct,23.400778958026457,102.09705855317064,86.15688717805256,53.73607347789495,Alluvial,22.5726,88.3639,1358.3607154263377,5
Kolkata,Nov,24.696806145201062,82.04966047869677,71.14644193939246,44.32885837320941,Alluvial,22.5726,88.3639,1358.3607154263377,5
Kolkata,Dec,32.285611131094576,55.929785764825205,52.08368134739644,32.36880452373437,Alluvial,22.5726,88.3639,1358.3607154263377,5
Bangalore,Jan,28.71809144784231,40.74999534681555,86.05054955187786,52.44532963806302,Red,12.9716,77.5946,290.1720249530604,15
Bangalore,Feb,18.18479922318633,79.76817867433124,75.46854908808541,46.87649302633787,Red,12.9716,77.5946,290.1720249530604,15
Bangalore,Mar,28.620419846973974,61.96081477597258,58.354339683072766,36.251820105363116,Red,12.9716,77.5946,290.1720249530604,15
Bangalore,Apr,25.074588597918417,151.2322228681095,57.80760548901135,37.709207750769004,Red,12.9716,77.5946,290.1720249530604,15
Bangalore,May,23.615389998470206,252.27431626222713,69.44863317711143,46.7146662315114,Red,12.9716,77.5946,290.1720249530604,15
Bangalore,Jun,30.05838144420434,190.08149693958535,71.94777192901377,46.97029309619997,Red,12.9716,77.5946,290.1720249530604,15
Bangalore,Jul,32.154997612479754,104.69042919002172,67.95938398446809,42.869438974481284,Red,12.9716,77.5946,290.1720249530604,15
Bangalore,Aug,31.656400595580994,57.792969263482476,69.66963010164328,42.95763744625562,Red,12.9716,77.5946,290.1720249530604,15
Bangalore,Sep,22.803912383886807,186.6036345706486,90.49936061864571,58.0316890626004,Red,12.9716,77.5946,290.1720249530604,15
Bangalore,Oct,25.453938120743928,157.71016022789465,81.07314728352328,51.798091574671865,Red,12.9716,77.5946,290.1720249530604,15
Bangalore,Nov,28.65631715701782,240.69104138045083,67.85953386897536,45.52954114899423,Red,12.9716,77.5946,290.1720249530604,15
Bangalore,Dec,31.877725635611796,116.10019235029392,79.11965871151224,49.79379907391323,Red,12.9716,77.5946,290.1720249530604,15
Hyderabad,Jan,24.60412881077355,303.74361333433006,49.512141447086904,35.78215713493874,Red,17.385,78.4867,515.2416343776237,15
Hyderabad,Feb,26.071705116680914,116.12682048494659,70.96890574920214,44.90387985922021,Red,17.385,78.4867,515.2416343776237,15
Hyderabad,Mar,21.46832512996986,57.55246705940087,92.13959524599665,56.43480648878601,Red,17.385,78.4867,515.2416343776237,15
Hyderabad,Apr,21.018966879596647,67.00624877707118,61.729311569114394,38.37771191701005,Red,17.385,78.4867,515.2416343776237,15
Hyderabad,May,31.062629111970992,146.21181483993462,52.28549107071373,34.29553093922693,Red,17.385,78.4867,515.2416343776237,15
Hyderabad,Jun,33.78120014285412,61.81899699507893,55.21866667110409,34.367579942564035,Red,17.385,78.4867,515.2416343776237,15
Hyderabad,Jul,26.63994939209833,302.3776481141164,48.655504439864174,35.24085562620083,Red,17.385,78.4867,515.2416343776237,15
Hyderabad,Aug,32.01766448946012,137.7480376731828,53.22857137808445,34.692103580314324,Red,17.385,78.4867,515.2416343776237,15
Hyderabad,Sep,28.80818012523817,102.97271652646042,59.442378521149564,37.72488144321894,Red,17.385,78.4867,515.2416343776237,15
Hyderabad,Oct,23.77440122697438,109.58871375724802,43.91649471232037,28.541671102537183,Red,17.385,78.4867,515.2416343776237,15
Hyderabad,Nov,28.80697802754207,81.35920535433688,65.23427500924404,40.76774911263317,Red,17.385,78.4867,515.2416343776237,15
Hyderabad,Dec,34.690182832329846,18.438852422127226,78.53415760679971,47.48927161252237,Red,17.385,78.4867,515.2416343776237,15
Ahmedabad,Jan,26.820869804450243,67.04773942356024,51.38365729779619,32.17114916714892,Black,23.0225,72.5714,207.69677867075887,10
Ahmedabad,Feb,34.82321827907003,278.18139946190564,87.78925885462652,58.237183302014024,Black,23.0225,72.5714,207.69677867075887,10
Ahmedabad,Mar,13.901274479551278,118.41299950124463,72.66188132791392,45.96538878677325,Black,23.0225,72.5714,207.69677867075887,10
Ahmedabad,Apr,31.10951252187612,205.01235821559573,80.45870878436085,52.375472434928426,Black,23.0225,72.5714,207.69677867075887,10
Ahmedabad,May,27.435235341190857,208.98574382850526,55.132481692217944,37.25920389190087,Black,23.0225,72.5714,207.69677867075887,10
Ahmedabad,Jun,25.504963247670663,97.04670652807837,77.81787840599924,48.63166117416111,Black,23.0225,72.5714,207.69677867075887,10
Ahmedabad,Jul,27.45880388267751,159.51702092093512,48.6209914940703,32.362935314860884,Black,23.0225,72.5714,207.69677867075887,10
Ahmedabad,Aug,17.062155426995538,20.850390562028696,78.35371251254763,47.42923531876915,Black,23.0225,72.5714,207.69677867075887,10
Ahmedabad,Sep,25.90164056081244,263.5168911007572,67.57759009690297,45.81689188015692,Black,23.0225,72.5714,207.69677867075887,10
Ahmedabad,Oct,28.78556285755873,249.51912647852353,73.29876829977175,48.96964350943352,Black,23.0225,72.5714,207.69677867075887,10
Ahmedabad,Nov,34.38947022370758,143.35628057663644,47.36608091562722,31.28677416090906,Black,23.0225,72.5714,207.69677867075887,10
Ahmedabad,Dec,24.40864890863176,121.58120915643805,51.57395236585093,33.375995602639314,Black,23.0225,72.5714,207.69677867075887,10
Pune,Jan,22.95753198553406,98.03362165943157,73.95842327380078,46.335726397469095,Black,18.5204,73.8567,120.15230196919634,10
Pune,Feb,24.491214782077318,221.12130065081,50.77477993663699,34.88729397499839,Black,18.5204,73.8567,120.15230196919634,10
Pune,Mar,31.57701058851037,172.47695764740968,71.94809438148684,46.61839578184029,Black,18.5204,73.8567,120.15230196919634,10
Pune,Apr,28.643755548298422,74.47075923141637,44.49293290309632,28.185174926486116,Black,18.5204,73.8567,120.15230196919634,10
Pune,May,24.351198981164806,35.92775504874235,77.72261319000002,47.35212301497486,Black,18.5204,73.8567,120.15230196919634,10
Pune,Jun,29.56633716556678,29.50287929572366,46.51215027847236,28.49734775299789,Black,18.5204,73.8567,120.15230196919634,10
Pune,Jul,27.4853877467402,219.56019282492775,73.28449906519285,48.36190329561426,Black,18.5204,73.8567,120.15230196919634,10
Pune,Aug,31.843224952664446,96.40940059379982,74.38446400469002,46.55886641469,Black,18.5204,73.8567,120.15230196919634,10
Pune,Sep,23.489734530613237,141.68964837481064,54.54842272355638,35.56284660163004,Black,18.5204,73.8567,120.15230196919634,10
Pune,Oct,25.361689267011158,106.06941055442636,73.7303985062709,46.35962731485107,Black,18.5204,73.8567,120.15230196919634,10
Pune,Nov,25.039459234339212,29.90597305213382,68.90663395000334,41.94209983104468,Black,18.5204,73.8567,120.15230196919634,10
Pune,Dec,19.682425259339407,21.39462084784183,56.91737215710893,34.578315711222196,Black,18.5204,73.8567,120.15230196919634,10
Jaipur,Jan,28.48060138532288,70.36892839048585,49.871679738856876,31.33038641112384,Arid,26.9124,75.7873,705.4660945971132,30
Jaipur,Feb,28.305276360899448,75.35173552687644,35.56061462491131,22.843403485484313,Arid,26.9124,75.7873,705.4660945971132,30
Jaipur,Mar,27.025567283212304,75.3129001556298,70.2447507094954,43.653108428809844,Arid,26.9124,75.7873,705.4660945971132,30
Jaipur,Apr,25.827064333124266,77.09796475073969,41.52795842956917,26.458734352756295,Arid,26.9124,75.7873,705.4660945971132,30
Jaipur,May,19.92314628974793,362.5393702438128,66.43016299161962,47.10888519984803,Arid,26.9124,75.7873,705.4660945971132,30
Jaipur,Jun,24.896773386173205,202.91758574122838,61.048276758766264,40.68731777008433,Arid,26.9124,75.7873,705.4660945971132,30
Jaipur,Jul,25.286427417366152,119.66037123760879,75.18714163157293,47.50549240369593,Arid,26.9124,75.7873,705.4660945971132,30
Jaipur,Aug,22.988613653891903,94.55569323527321,60.469317507652036,38.17270436929669,Arid,26.9124,75.7873,705.4660945971132,30
Jaipur,Sep,26.193571441669953,97.14439908471593,60.05828320479363,37.9778579045705,Arid,26.9124,75.7873,705.4660945971132,30
Jaipur,Oct,29.020254284072692,168.16220255337407,75.97806056432444,48.95008038966214,Arid,26.9124,75.7873,705.4660945971132,30
Jaipur,Nov,36.43092950605265,93.87711870139603,70.02587043626177,43.89306463578498,Arid,26.9124,75.7873,705.4660945971132,30
Jaipur,Dec,27.872889064159196,189.09595349047981,69.74233935774167,45.6273226844546,Arid,26.9124,75.7873,705.4660945971132,30
Lucknow,Jan,28.28775195361382,129.31156993061765,72.03901384712789,45.80963970688909,Alluvial,26.8467,80.9462,1037.6852839132334,5
Lucknow,Feb,26.627770421169163,364.668905032482,41.966418151893414,32.47322899178569,Alluvial,26.8467,80.9462,1037.6852839132334,5
Lucknow,Mar,17.406143923504793,89.57245727817892,76.35183019980472,47.60254726544641,Alluvial,26.8467,80.9462,1037.6852839132334,5
Lucknow,Apr,26.867430622753915,212.74345070887983,74.18703191020404,48.76708816030002,Alluvial,26.8467,80.9462,1037.6852839132334,5
Lucknow,May,27.301151049705133,39.1415878082397,49.74975307135254,30.632683598976318,Alluvial,26.8467,80.9462,1037.6852839132334,5
Lucknow,Jun,39.316210562426434,59.04705114316101,61.33879289488698,37.98421675979541,Alluvial,26.8467,80.9462,1037.6852839132334,5
Lucknow,Jul,26.038195176094387,333.6006345688021,64.41039068558553,45.318247102727355,Alluvial,26.8467,80.9462,1037.6852839132334,5
Lucknow,Aug,28.507736711668063,183.66927678406827,62.98254823397401,41.46291447606576,Alluvial,26.8467,80.9462,1037.6852839132334,5
Lucknow,Sep,26.826441151473784,143.5190037121793,70.00789949852802,44.875119773360396,Alluvial,26.8467,80.9462,1037.6852839132334,5
Lucknow,Oct,21.15660981190234,425.593249470195,86.47050172746775,60.394166025884545,Alluvial,26.8467,80.9462,1037.6852839132334,5
Lucknow,Nov,32.7141140725751,95.60293641598048,81.22650091509243,50.647959277375065,Alluvial,26.8467,80.9462,1037.6852839132334,5
Lucknow,Dec,30.759665163433873,212.40320918490525,45.31671209852891,31.438091442815452,Alluvial,26.8467,80.9462,1037.6852839132334,5
Kanpur,Jan,30.955159735215233,223.00683654785283,74.33104985459073,49.05876664371149,Alluvial,20.0,78.0,546.4947571811562,5
Kanpur,Feb,22.453062726026303,287.3888413662808,84.93399979303115,56.708176703144304,Alluvial,20.0,78.0,546.4947571811562,5
Kanpur,Mar,34.013971554680495,34.89358069891554,70.80212781033804,43.179148300181126,Alluvial,20.0,78.0,546.4947571811562,5
Kanpur,Apr,19.990744686038596,95.11368541806057,81.3647063777895,50.721097535034914,Alluvial,20.0,78.0,546.4947571811562,5
Kanpur,May,29.934285469001352,127.68868717721476,95.18405668551148,59.66420775485118,Alluvial,20.0,78.0,546.4947571811562,5
Kanpur,Jun,37.952278129049894,284.31218738302323,80.35564319160471,53.89962966262329,Alluvial,20.0,78.0,546.4947571811562,5
Kanpur,Jul,22.04731837434656,139.4050639541315,68.73962893462593,44.031878639858185,Alluvial,20.0,78.0,546.4947571811562,5
Kanpur,Aug,24.16851135198614,223.32962621665496,80.6763271112713,52.87238879109589,Alluvial,20.0,78.0,546.4947571811562,5
Kanpur,Sep,27.498256825438204,31.865820675378608,67.17331749645336,40.941306911379584,Alluvial,20.0,78.0,546.4947571811562,5
Kanpur,Oct,24.482621729419005,78.67635832083137,65.35854564927433,40.788654555981225,Alluvial,20.0,78.0,546.4947571811562,5
Kanpur,Nov,19.246682844669337,248.89485556669393,59.72878646429401,40.81516898991028,Alluvial,20.0,78.0,546.4947571811562,5
Kanpur,Dec,27.342814874030136,87.18406762045119,88.45120038248163,54.814401581898004,Alluvial,20.0,78.0,546.4947571811562,5
Nagpur,Jan,21.688481431369475,101.21160847970046,52.72357001086998,33.65837417611599,Black,20.0,78.0,546.4947571811562,10
Nagpur,Feb,29.36796215317591,281.3369173736537,87.98551587017174,58.418047869576114,Black,20.0,78.0,546.4947571811562,10
Nagpur,Mar,22.402878828830985,47.6957139344198,72.49796185610558,44.45269139235174,Black,20.0,78.0,546.4947571811562,10
Nagpur,Apr,34.7496720250877,58.222635396448034,44.01040737797088,27.570697134711487,Black,20.0,78.0,546.4947571811562,10
Nagpur,May,23.083733538318814,28.538376553500257,70.51473939487133,42.8796111679928,Black,20.0,78.0,546.4947571811562,10
Nagpur,Jun,25.38969241897162,288.7349184354659,33.49960238522564,25.8744597998447,Black,20.0,78.0,546.4947571811562,10
Nagpur,Jul,31.067586086848348,200.38722694459014,74.38262025246553,48.63731669037112,Black,20.0,78.0,546.4947571811562,10
Nagpur,Aug,20.845678417830225,196.95336693356762,78.27847224483486,50.906150685572264,Black,20.0,78.0,546.4947571811562,10
Nagpur,Sep,28.137299673020646,76.88997981274703,56.1146606652192,35.20659599538646,Black,20.0,78.0,546.4947571811562,10
Nagpur,Oct,33.53571377141214,26.363851062717732,66.85321543933374,40.639206284854595,Black,20.0,78.0,546.4947571811562,10
Nagpur,Nov,18.96258382719386,19.026799049035766,94.31236150625429,56.96795288473329,Black,20.0,78.0,546.4947571811562,10
Nagpur,Dec,27.92316929266152,250.1154549886267,57.41379943607095,39.450588761415105,Black,20.0,78.0,546.4947571811562,10
Indore,Jan,28.299413971242117,150.34874971722834,49.11638619415099,32.47680671083516,Black,20.0,78.0,546.4947571811562,10
Indore,Feb,30.90911435888655,171.05823743743096,87.22495103693899,55.756135370912006,Black,20.0,78.0,546.4947571811562,10
Indore,Mar,20.81524644560959,123.40063733807243,94.43880785796192,59.131297461538594,Black,20.0,78.0,546.4947571811562,10
Indore,Apr,20.397716934578618,52.22964464899635,65.0554350777177,40.07785393961055,Black,20.0,78.0,546.4947571811562,10
Indore,May,29.60970782808449,79.79651149232286,80.17194553112535,49.699097548521664,Black,20.0,78.0,546.4947571811562,10
Indore,Jun,28.48492336616593,41.30722939456003,85.12213873296321,51.89942782766912,Black,20.0,78.0,546.4947571811562,10
Indore,Jul,28.252464251729382,36.56094107602386,53.86273651192424,33.048860728675024,Black,20.0,78.0,546.4947571811562,10
Indore,Aug,28.732241047484877,189.33163774794855,57.72041246948198,38.41888023664816,Black,20.0,78.0,546.4947571811562,10
Indore,Sep,23.599876392107547,21.011268025448977,83.46311769732102,50.498095978901596,Black,20.0,78.0,546.4947571811562,10
Indore,Oct,28.161268485805017,41.570017585513725,90.27521418062764,54.996528860086855,Black,20.0,78.0,546.4947571811562,10
Indore,Nov,28.465362366493405,83.58968083245493,73.44321290261533,45.737721358218295,Black,20.0,78.0,546.4947571811562,10
Indore,Dec,23.42824290986816,108.38644565905508,51.802784697469185,33.24939973166261,Black,20.0,78.0,546.4947571811562,10
Bhopal,Jan,36.328872555723784,28.17277230813317,94.80591667549162,57.447005451457635,Alluvial,20.0,78.0,546.4947571811562,5
Bhopal,Feb,29.36916460455894,138.14649094439872,57.03543653282053,36.98419173858029,Alluvial,20.0,78.0,546.4947571811562,5
Bhopal,Mar,21.043482513986756,118.36638950492247,59.97293328242822,38.351087759555384,Alluvial,20.0,78.0,546.4947571811562,5
Bhopal,Apr,30.28276804316915,247.25303221999548,70.13506751734432,47.026101154806504,Alluvial,20.0,78.0,546.4947571811562,5
Bhopal,May,22.126591648863393,109.77540602382568,88.31240631072161,55.18295190690948,Alluvial,20.0,78.0,546.4947571811562,5
Bhopal,Jun,30.93542301871226,148.26318282071924,77.80963964828335,49.65104744538439,Alluvial,20.0,78.0,546.4947571811562,5
Bhopal,Jul,32.79297789503702,54.88433546112014,71.22298250542866,43.83147621247959,Alluvial,20.0,78.0,546.4947571811562,5
Bhopal,Aug,22.89658840824145,56.939239801931706,71.9493279517716,44.30838156710159,Alluvial,20.0,78.0,546.4947571811562,5
Bhopal,Sep,31.81688064622161,31.28199145516474,65.65272002965199,40.01727184689448,Alluvial,20.0,78.0,546.4947571811562,5
Bhopal,Oct,29.06390463468249,55.35750262347458,73.37209271777759,45.13040568313605,Alluvial,20.0,78.0,546.4947571811562,5
Bhopal,Nov,31.11030079997245,78.84903450026678,27.056598834585458,17.81093999075661,Alluvial,20.0,78.0,546.4947571811562,5
Bhopal,Dec,36.48396491326974,231.1306699815879,60.55088811395302,40.95314626800357,Alluvial,20.0,78.0,546.4947571811562,5
Patna,Jan,25.773059419985646,48.24701292765897,68.61982902375172,42.136837672804205,Alluvial,20.0,78.0,546.4947571811562,5
Patna,Feb,23.23131917821255,375.18748352672196,47.73478874570739,36.14462291795887,Alluvial,20.0,78.0,546.4947571811562,5
Patna,Mar,22.552427851872384,157.5638087132783,70.7948497671734,45.62818603456961,Alluvial,20.0,78.0,546.4947571811562,5
Patna,Apr,22.920948575172808,135.5992981426185,61.932931685208175,39.87174497397727,Alluvial,20.0,78.0,546.4947571811562,5
Patna,May,26.614491452929478,103.43215568118895,91.33213547473235,56.86792439846319,Alluvial,20.0,78.0,546.4947571811562,5
Patna,Jun,28.70575987408322,89.03999763155586,88.59529587822284,54.93797747956482,Alluvial,20.0,78.0,546.4947571811562,5
Patna,Jul,28.383453996650097,62.734565148961124,58.012916463227555,36.062441180915755,Alluvial,20.0,78.0,546.4947571811562,5
Patna,Aug,31.13591624518012,26.99849420954901,62.73743432649957,38.18243048009072,Alluvial,20.0,78.0,546.4947571811562,5
Patna,Sep,27.065009459389536,49.77197288225644,63.89078651587411,39.32991136716959,Alluvial,20.0,78.0,546.4947571811562,5
Patna,Oct,34.26767038578659,288.2799320125376,58.22510785760566,40.70066335481415,Alluvial,20.0,78.0,546.4947571811562,5
Patna,Nov,25.67671583381022,150.86514907679322,67.9253747604219,43.772527837789006,Alluvial,20.0,78.0,546.4947571811562,5
Patna,Dec,40.600845832948096,286.60122143155814,53.625768966686145,37.907485808642846,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,Jan,30.12833673882503,61.37146402644943,48.04076997593711,30.051891266091253,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,Feb,22.714212217918586,40.19324667508094,74.34066835850403,45.40826594860404,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,Mar,21.64553750969444,102.6633959096383,74.44294376332716,46.71903417618906,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,Apr,29.412362076215928,51.42954537729111,52.93526360510012,32.78974907060589,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,May,25.882686073370746,119.22409061387012,78.430331461439,49.44268068914079,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,Jun,30.57000247046046,21.413641464379516,55.52633406252003,33.74407326679961,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,Jul,29.366188122867726,11.423921129987084,68.79747857056972,41.506965564941574,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,Aug,26.635855436715637,131.86275332519313,77.30516018918684,49.020351180015965,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,Sep,22.766031409657977,293.56098375379463,64.49581152944431,44.56870659274248,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,Oct,19.425763876570677,136.09524957621485,71.82111368211702,45.814573200794506,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,Nov,24.767425239664895,149.7819865281851,57.25355534168642,37.347772935575556,Alluvial,20.0,78.0,546.4947571811562,5
Ranchi,Dec,31.28199397161736,106.00364447531395,62.05300124857854,39.3518736386534,Alluvial,20.0,78.0,546.4947571811562,5
Raipur,Jan,28.07046872065102,113.70065663674791,61.9121085367949,39.421278254811895,Red,20.0,78.0,546.4947571811562,15
Raipur,Feb,20.771306106440058,25.602427070766577,53.80132480189641,32.792843422553176,Red,20.0,78.0,546.4947571811562,15
Raipur,Mar,27.86590462925591,53.161223184354725,62.348387553263265,38.47225699564505,Red,20.0,78.0,546.4947571811562,15
Raipur,Apr,28.926586898644185,229.5568906558274,41.7707255170438,29.65357312334283,Red,20.0,78.0,546.4947571811562,15
Raipur,May,22.580712818994336,77.43886655205277,57.63269379286843,36.12839360676212,Red,20.0,78.0,546.4947571811562,15
Raipur,Jun,27.76862552972764,226.4711786870421,60.726867599454934,40.9655441334138,Red,20.0,78.0,546.4947571811562,15
Raipur,Jul,27.29104359223,111.38391783412949,61.1573037125693,38.92206058422417,Red,20.0,78.0,546.4947571811562,15
Raipur,Aug,21.285148510846884,115.62591056388925,61.377538311938316,39.13904119844077,Red,20.0,78.0,546.4947571811562,15
Raipur,Sep,28.788936801741418,77.91615860355819,64.07353700209806,40.00244537333,Red,20.0,78.0,546.4947571811562,15
Raipur,Oct,29.80392263184117,165.48939137201458,72.19162277129095,46.62476149021486,Red,20.0,78.0,546.4947571811562,15
Raipur,Nov,32.41525621587638,193.91870805543795,78.11775611198783,50.74902782830146,Red,20.0,78.0,546.4947571811562,15
Raipur,Dec,32.26901026017451,50.63728582292461,55.25352159727599,34.16485867482408,Red,20.0,78.0,546.4947571811562,15
Chandigarh,Jan,20.111653160214544,28.265834343304437,46.951987169162834,28.73650898836379,Alluvial,20.0,78.0,546.4947571811562,5
Chandigarh,Feb,22.310874800424386,14.544345421217935,49.36933381635345,29.91248719823643,Alluvial,20.0,78.0,546.4947571811562,5
Chandigarh,Mar,29.5751763360433,144.73559101514542,57.69195618207609,37.50988552954856,Alluvial,20.0,78.0,546.4947571811562,5
Chandigarh,Apr,29.568929754561044,133.22003089340592,59.72118023275236,38.497108757519534,Alluvial,20.0,78.0,546.4947571811562,5
Chandigarh,May,29.575238431530238,444.07825430345144,53.45005900703814,40.951600490291916,Alluvial,20.0,78.0,546.4947571811562,5
Chandigarh,Jun,45.0,106.47333890736246,45.55825003625158,29.464416799898196,Alluvial,20.0,78.0,546.4947571811562,5
Chandigarh,Jul,29.854452553465833,92.53395904957084,58.15818758788718,36.74559173372373,Alluvial,20.0,78.0,546.4947571811562,5
Chandigarh,Aug,32.677828200902994,122.17500121372075,67.72139930170957,43.076339605300156,Alluvial,20.0,78.0,546.4947571811562,5
Chandigarh,Sep,31.770008817466014,127.04570145347037,73.92544198753347,46.89617922158949,Alluvial,20.0,78.0,546.4947571811562,5
